image,User ID,Device Model,Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class,Date,Quantity of Sales,Top 5 Category Sales Percentage,Device Model Wise Percentage,Data Usage Wise Percentage,Gender Wise Custom Distribution,Best Year Sales,Best Year (2008-2012),Top Selling Product by Category,Bottom Selling Product by Category
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,7,Samsung Galaxy S21,Android,350,7.3,1802,66,1054,21,Female,4,121,84,0.23%,0.23%,0.16%,48.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,9,Samsung Galaxy S21,Android,340,7.7,2138,75,1053,42,Female,4,122,41,0.11%,0.11%,0.16%,48.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,21,Samsung Galaxy S21,Android,93,2.6,681,37,302,45,Female,2,123,24,0.07%,0.07%,0.05%,48.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,23,Samsung Galaxy S21,Android,423,6.5,2094,65,1372,23,Female,4,124,93,0.26%,0.26%,0.21%,48.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,26,Samsung Galaxy S21,Android,91,3.4,1073,38,451,52,Male,2,125,59,0.16%,0.16%,0.07%,52.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,30,Samsung Galaxy S21,Android,412,6.2,1899,78,1384,19,Female,4,126,61,0.17%,0.17%,0.21%,48.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,36,Samsung Galaxy S21,Android,32,1.2,580,19,153,20,Female,1,127,21,0.06%,0.06%,0.02%,48.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,38,Samsung Galaxy S21,Android,522,11.2,2808,93,2328,24,Male,5,128,74,0.21%,0.21%,0.36%,52.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,40,Samsung Galaxy S21,Android,398,6.2,1851,77,1180,23,Male,4,129,76,0.21%,0.21%,0.18%,52.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,43,Samsung Galaxy S21,Android,120,2.1,720,39,392,43,Male,2,130,64,0.18%,0.18%,0.06%,52.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,44,Samsung Galaxy S21,Android,152,3.7,993,32,429,18,Male,2,131,11,0.03%,0.03%,0.07%,52.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,48,Samsung Galaxy S21,Android,138,3.6,889,25,323,27,Female,2,132,30,0.08%,0.08%,0.05%,48.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,53,Samsung Galaxy S21,Android,125,2.7,690,28,393,27,Female,2,133,3,0.01%,0.01%,0.06%,48.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,65,Samsung Galaxy S21,Android,459,7,1982,67,1091,43,Male,4,134,96,0.27%,0.27%,0.17%,52.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,71,Samsung Galaxy S21,Android,452,7.2,1808,64,1090,45,Female,4,135,45,0.12%,0.12%,0.17%,48.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,79,Samsung Galaxy S21,Android,78,1.8,333,17,138,51,Female,1,136,19,0.05%,0.05%,0.02%,48.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,87,Samsung Galaxy S21,Android,151,2.4,1003,25,392,39,Male,2,137,41,0.11%,0.11%,0.06%,52.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,88,Samsung Galaxy S21,Android,34,1.5,345,11,276,44,Male,1,138,46,0.13%,0.13%,0.04%,52.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,95,Samsung Galaxy S21,Android,411,7.5,2169,72,1083,58,Male,4,139,91,0.25%,0.25%,0.17%,52.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,114,Samsung Galaxy S21,Android,136,3.2,818,33,404,42,Male,2,140,62,0.17%,0.17%,0.06%,52.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,119,Samsung Galaxy S21,Android,82,1.6,590,13,124,28,Female,1,141,38,0.11%,0.11%,0.02%,48.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,121,Samsung Galaxy S21,Android,388,6.6,2085,71,1150,45,Female,4,142,62,0.17%,0.17%,0.18%,48.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,126,Samsung Galaxy S21,Android,535,11.8,2858,99,2378,50,Male,5,143,45,0.12%,0.12%,0.37%,52.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,134,Samsung Galaxy S21,Android,79,1,313,18,139,42,Male,1,144,26,0.07%,0.07%,0.02%,52.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,137,Samsung Galaxy S21,Android,66,1.7,375,16,216,39,Male,1,145,75,0.21%,0.21%,0.03%,52.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,139,Samsung Galaxy S21,Android,497,9.7,2876,94,2076,18,Male,5,146,99,0.27%,0.27%,0.32%,52.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,144,Samsung Galaxy S21,Android,68,1.1,528,12,201,29,Male,1,147,85,0.24%,0.24%,0.03%,52.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,147,Samsung Galaxy S21,Android,443,7.4,2289,73,1026,33,Male,4,148,77,0.21%,0.21%,0.16%,52.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,152,Samsung Galaxy S21,Android,42,1.6,315,19,207,52,Female,1,149,42,0.12%,0.12%,0.03%,48.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,159,Samsung Galaxy S21,Android,304,6.5,2375,79,1493,51,Male,4,150,70,0.19%,0.19%,0.23%,52.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,161,Samsung Galaxy S21,Android,64,1.6,540,19,262,35,Female,1,151,27,0.07%,0.07%,0.04%,48.00%,,2011,Samsung Galaxy S21,
https://www.google.com/imgres?q=Samsung%20Galaxy%20S21%0D%0A&imgurl=https%3A%2F%2Fimages-cdn.ubuy.co.in%2F659146056223ae58d12ef4cf-samsung-galaxy-s21-5g-128gb-g991u-fully.jpg&imgrefurl=https%3A%2F%2Fwww.ubuy.co.in%2Fproduct%2F8CWSGQNFS-samsung-galaxy-s21-5g-128gb-g991u-fully-unlocked-smartphone&docid=kYCbee1NsTJXhM&tbnid=v05FNJfN-PKURM&vet=12ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA..i&w=1464&h=1784&hcb=2&ved=2ahUKEwiYnYa29ZWJAxVHSmwGHfgJLsoQM3oECBcQAA,178,Samsung Galaxy S21,Android,193,5.7,1471,51,972,31,Female,3,152,49,0.14%,0.14%,0.15%,48.00%,,2011,Samsung Galaxy S21,
